Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Area
Saju French Bistro @ Hotel Mela,Full Serve,French,120 W 44th St,212-977-saju,www.sajunyc.com,1,10036.0,40.756461,-73.983952,5.0,4.0,119.0,1022616.0,1009960043.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983952', 'needs_recoding': False, 'human_address': '{""address"":""120 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756461'}",
N Valenti Restaurant Associates,Catering,,120 W 45th St,2127898145,,1,10036.0,40.757117,-73.983544,5.0,4.0,119.0,1069581.0,1009970041.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983544', 'needs_recoding': False, 'human_address': '{""address"":""120 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757117'}",
Heartland Brewery,Full Serve,American,127 W 43rd St,212-366-0235,www.heartlandbrewery.com,1,10036.0,40.755873,-73.984454,5.0,4.0,119.0,1022613.0,1009960014.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984454', 'needs_recoding': False, 'human_address': '{""address"":""127 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.755873'}",
NIOS Restaurant @ Muse Hotel,Full Serve,American,130 W 46th St,212 485-2400,districtnyc.com,1,10036.0,40.757814,-73.98328,5.0,4.0,119.0,1022645.0,1009980047.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.98328', 'needs_recoding': False, 'human_address': '{""address"":""130 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757814'}",
Bobby Vans,Full Serve,Steakhouse,135 W 50th St,212-957-5050,www.bobbyvans.com,1,10020.0,40.760374,-73.981533,5.0,4.0,131.0,1022708.0,1010030005.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.981533', 'needs_recoding': False, 'human_address': '{""address"":""135 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760374'}",
Qdoba Mexican Grill,Quick Serve,Mexican,135 W 50th St,2127670040,www.qdoba.com,1,10020.0,40.760374,-73.981533,5.0,4.0,131.0,1022708.0,1010030005.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.981533', 'needs_recoding': False, 'human_address': '{""address"":""135 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760374'}",
Subway,Quick Serve,Fast Food,136 W 44th St,2128400792,www.subway.com wwww.papajohns.com,1,10036.0,40.756587,-73.984255,5.0,4.0,119.0,1022618.0,1009960049.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984255', 'needs_recoding': False, 'human_address': '{""address"":""136 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756587'}",
Pizza Hut,Quick Serve,Pizza,761-779 Seventh Ave,2127678347,www.pizzahut.com,1,10019.0,40.761184,-73.983186,5.0,4.0,131.0,1022710.0,1010037501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983186', 'needs_recoding': False, 'human_address': '{""address"":""761-779 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761184'}",
T.G.I. Friday's,Full Serve,American,761 Seventh Ave,2127678349,www.tgifridays.com,1,10019.0,40.761184,-73.983186,5.0,4.0,131.0,1022710.0,1010037501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983186', 'needs_recoding': False, 'human_address': '{""address"":""761 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761184'}",
Sbarro,Quick Serve,Pizza,701 Seventh Ave,2122219725,,1,10036.0,40.759293,-73.984543,5.0,4.0,125.0,1083718.0,1010000001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984543', 'needs_recoding': False, 'human_address': '{""address"":""701 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759293'}",
Papa John's/Subway,Quick Serve,Pizza,765 Eighth Ave,2122451900,www.papajohns.com,1,10036.0,40.76029,-73.987572,4.0,3.0,127.0,1025055.0,1010370035.0,Clinton                                                                    ,"{'longitude': '-73.987572', 'needs_recoding': False, 'human_address': '{""address"":""765 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76029'}",
Europa Cafe,Café / Deli,,787 Seventh Ave,2125812517,www.europacafe.com,1,10019.0,40.761955,-73.982622,5.0,4.0,131.0,1023157.0,1010040020.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.982622', 'needs_recoding': False, 'human_address': '{""address"":""787 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761955'}",
Le Bernardin,Full Serve,French,155 West 51st.,2125541515,www.le-bernardin.com,1,,,,,,,,,,"{'longitude': '-87.629667', 'needs_recoding': False, 'human_address': '{""address"":""155 West 51st."",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '41.801892'}",
Charley O's,Full Serve,American,713 Eighth Ave,2129770025,,1,10036.0,40.759011,-73.988514,4.0,3.0,121.0,1024992.0,1010350036.0,Clinton                                                                    ,"{'longitude': '-73.988514', 'needs_recoding': False, 'human_address': '{""address"":""713 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759011'}",
Starbucks,Coffee,,770 Eighth Ave,2128309001,www.starbucks.com,1,10036.0,40.760496,-73.987395,5.0,3.0,125.0,1086225.0,1010190001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987395', 'needs_recoding': False, 'human_address': '{""address"":""770 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760496'}",
A Slice of New York Pizza,Quick Serve,Pizza,727 Eighth Ave,212-453-8970,,1,10036.0,40.759576,-73.988099,4.0,3.0,121.0,1081652.0,1010360036.0,Clinton                                                                    ,"{'longitude': '-73.988099', 'needs_recoding': False, 'human_address': '{""address"":""727 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759576'}",
Daniela's Trattoria,Full Serve,Italian,728 Eighth Ave,212 869-3585,,1,10036.0,40.759327,-73.988258,5.0,3.0,119.0,1024719.0,1010170002.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.988258', 'needs_recoding': False, 'human_address': '{""address"":""728 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759327'}",
Spice Fusion,Full Serve,Indian,777 Eighth Ave,212-757-8100,www.myspicefusion.com,1,10036.0,40.76068,-73.987287,4.0,3.0,127.0,1025101.0,1010380031.0,Clinton                                                                    ,"{'longitude': '-73.987287', 'needs_recoding': False, 'human_address': '{""address"":""777 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76068'}",
Hawaiian Tropic Zone,Full Serve,American,729 Seventh Ave,212-626-7312,www.hawaiiantropiczone.com,1,10019.0,40.760103,-73.983973,5.0,4.0,125.0,1022699.0,1010017501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983973', 'needs_recoding': False, 'human_address': '{""address"":""729 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760103'}",
Houlihan's Restaurant & Bar,Full Serve,American,729 Seventh Ave,2126267316,www.houlihans.com,1,10019.0,40.760103,-73.983973,5.0,4.0,125.0,1022699.0,1010017501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983973', 'needs_recoding': False, 'human_address': '{""address"":""729 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760103'}",
Hale & Hearty,Café / Deli,,745 Seventh Ave,2122219666,www.haleandhearty.com,1,10019.0,40.760605,-73.983612,5.0,4.0,125.0,1084667.0,1010020001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983612', 'needs_recoding': False, 'human_address': '{""address"":""745 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760605'}",
Majestic Delication Café,Café / Deli,,750 Seventh Ave,2125818249,www.majesticdeli.com,1,10019.0,40.760753,-73.983525,5.0,4.0,125.0,1024795.0,1010210026.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983525', 'needs_recoding': False, 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760753'}",
Starbucks,Coffee,,750 Seventh Ave,2129740032,www.starbucks.com,1,10019.0,40.760753,-73.983525,5.0,4.0,125.0,1024795.0,1010210026.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983525', 'needs_recoding': False, 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760753'}",
