Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Area
Dean & Deluca,Café / Deli,,560 Broadway,(212) 869-6890,www.deandeluca.com,1,10012.0,40.723909,-73.998048,2.0,1.0,43.0,1007567.0,1004970018.0,SoHo-TriBeCa-Civic Center-Little Italy                                     ,"{'longitude': '-73.998048', 'needs_recoding': False, 'human_address': '{""address"":""560 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.723909'}",
Library Bar,Full Serve,American,235 W 46th St,(212) 827-4183,,1,10036.0,40.759132,-73.986348,5.0,3.0,125.0,1024737.0,1010180006.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986348', 'needs_recoding': False, 'human_address': '{""address"":""235 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759132'}",
La Rivista Ristorante,Full Serve,Italian,313 W 46th St,212-245-1707,www.larivistanyc.com,1,10036.0,40.760082,-73.98859,4.0,3.0,127.0,1025051.0,1010370025.0,Clinton                                                                    ,"{'longitude': '-73.98859', 'needs_recoding': False, 'human_address': '{""address"":""313 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760082'}",
Broadway Joe Steakhouse,Full Serve,Steakhouse,315 W 46th St,(212) 246-6513,broadwayjoesteakhouse.com,1,10036.0,40.760098,-73.988629,4.0,3.0,127.0,1075688.0,1010370024.0,Clinton                                                                    ,"{'longitude': '-73.988629', 'needs_recoding': False, 'human_address': '{""address"":""315 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760098'}",
Bistecca Fiorentina,Full Serve,Steakhouse,317 W 46th St,(212) 258-3232,www.bisteccafiorentinanyc.com,1,10036.0,40.760114,-73.988669,4.0,3.0,127.0,1078871.0,1010370023.0,Clinton                                                                    ,"{'longitude': '-73.988669', 'needs_recoding': False, 'human_address': '{""address"":""317 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760114'}",
Port Gourmet Deli,Café / Deli,,681 Eighth Ave,(212) 245-3168,,1,10036.0,40.758007,-73.98924,4.0,3.0,121.0,1024967.0,1010340029.0,Clinton                                                                    ,"{'longitude': '-73.98924', 'needs_recoding': False, 'human_address': '{""address"":""681 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758007'}",
McDonald's,Quick Serve,Fast Food,220 W 42nd St,2122217664,www.mcdonalds.com,1,10036.0,40.756412,-73.987858,5.0,3.0,113.0,1024663.0,1010130042.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987858', 'needs_recoding': False, 'human_address': '{""address"":""220 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756412'}",
McDonald's,Quick Serve,Fast Food,688 Eighth Ave,2122213941,,1,10036.0,40.758218,-73.989059,5.0,3.0,119.0,1024704.0,1010150004.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.989059', 'needs_recoding': False, 'human_address': '{""address"":""688 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758218'}",
Robert Emmett's Bar & Restaurant,Full Serve,American,694 Eighth Ave,(212) 302-9999,www.robertemmetts.com,1,10036.0,40.758383,-73.98894,5.0,3.0,119.0,1078853.0,1010150061.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.98894', 'needs_recoding': False, 'human_address': '{""address"":""694 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758383'}",
"1657 Broadway Deli, Ltd.",Café / Deli,,1651-1665 Broadway,2129560099,,1,10019.0,40.762164,-73.983575,5.0,3.0,131.0,1024817.0,1010230018.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983575', 'needs_recoding': False, 'human_address': '{""address"":""1651-1665 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762164'}",
Hard Rock Cafe,Full Serve,American,1501 Broadway,2123433355,www.hardrockcafe.com,1,10036.0,40.757103,-73.986193,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986193', 'needs_recoding': False, 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757103'}",
Planet Hollywood,Full Serve,American,1540 Broadway,(212) 333-7827,www.planethollywoodintl.com,1,10036.0,40.757847,-73.985009,5.0,4.0,119.0,1076844.0,1009987501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985009', 'needs_recoding': False, 'human_address': '{""address"":""1540 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757847'}",
B. Smith's Restaurant Row,Full Serve,American,320 W 46th St,(212) 315-1100,www.bsmith.com,1,10036.0,40.760136,-73.988759,4.0,3.0,121.0,1025014.0,1010360041.0,Clinton                                                                    ,"{'longitude': '-73.988759', 'needs_recoding': False, 'human_address': '{""address"":""320 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760136'}",
Orso,Full Serve,Italian,322 W 46th St,212-489-7212,www.orsorestaurant.com,1,10036.0,40.760153,-73.988803,4.0,3.0,121.0,1025032.0,1010360142.0,Clinton                                                                    ,"{'longitude': '-73.988803', 'needs_recoding': False, 'human_address': '{""address"":""322 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760153'}",
Joe Allen,Full Serve,American,326 W 46th St,(212) 581-6464,www.joeallenrestaurant.com,1,10036.0,40.760186,-73.988882,4.0,3.0,121.0,1025016.0,1010360044.0,Clinton                                                                    ,"{'longitude': '-73.988882', 'needs_recoding': False, 'human_address': '{""address"":""326 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760186'}",
O'Flaherty's Ale House & Restaurant,Full Serve,American,334 W 46th St,(212) 581-9366,www.oflahertynyc.com,1,10036.0,40.760254,-73.989045,4.0,3.0,121.0,1025018.0,1010360047.0,Clinton                                                                    ,"{'longitude': '-73.989045', 'needs_recoding': False, 'human_address': '{""address"":""334 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760254'}",
Sangria 46,Full Serve,Spanish,338 W 46th St,212-581-8482,www.sangria46.com,1,10036.0,40.76029,-73.989124,4.0,3.0,121.0,1082452.0,1010360149.0,Clinton                                                                    ,"{'longitude': '-73.989124', 'needs_recoding': False, 'human_address': '{""address"":""338 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76029'}",
Le Rivage,Full Serve,French,340 W 46th St,(212) 765-7374,www.lerivagenyc.com,1,10036.0,40.760307,-73.989167,4.0,3.0,121.0,1025020.0,1010360049.0,Clinton                                                                    ,"{'longitude': '-73.989167', 'needs_recoding': False, 'human_address': '{""address"":""340 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760307'}",
Da Rosina Ristorante Italiano,Full Serve,Italian,342 W 46th St,(212) 977-7373,www.darosina.com,1,10036.0,40.760323,-73.989207,4.0,3.0,121.0,1025021.0,1010360050.0,Clinton                                                                    ,"{'longitude': '-73.989207', 'needs_recoding': False, 'human_address': '{""address"":""342 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760323'}",
EZ Deil and NY Nail Land,Café / Deli,,1625 Broadway,(212) 333-5650,,1,10019.0,40.761223,-73.984207,5.0,3.0,125.0,1024801.0,1010210043.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984207', 'needs_recoding': False, 'human_address': '{""address"":""1625 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761223'}",
Dunkin' Donuts,Coffee,,210 W 50th St,(212) 757-4617,,1,10019.0,40.76156,-73.984395,5.0,3.0,125.0,1024802.0,1010210045.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984395', 'needs_recoding': False, 'human_address': '{""address"":""210 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76156'}",
Famous Famiglia Pizzeria,Quick Serve,Pizza,1630 Broadway,(212) 333-4646,www.famousfamiglia.com,1,10019.0,40.761327,-73.984106,5.0,4.0,125.0,1024799.0,1010210037.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984106', 'needs_recoding': False, 'human_address': '{""address"":""1630 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761327'}",
Italia Mia Pizza,Full Serve,Pizza,1674 Broadway,(212) 265-1414,,1,10019.0,40.762861,-73.983109,5.0,4.0,131.0,1024831.0,1010240131.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983109', 'needs_recoding': False, 'human_address': '{""address"":""1674 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762861'}",
Club House Café,Full Serve,Spanish,155 W 46th St,(212) 354-3838,,1,10036.0,40.758031,-73.983746,5.0,4.0,125.0,1022662.0,1009990008.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983746', 'needs_recoding': False, 'human_address': '{""address"":""155 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758031'}",
Restaurant,Full Serve,American,155 W 46th St,2128690900,www.lemarais.net,1,10036.0,40.758031,-73.983746,5.0,4.0,125.0,1022662.0,1009990008.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983746', 'needs_recoding': False, 'human_address': '{""address"":""155 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758031'}",
TGI Friday's,Full Serve,American,1552 Broadway,2129447352,www.fridays.com,1,10036.0,40.758665,-73.984977,5.0,4.0,125.0,1022660.0,1009990001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984977', 'needs_recoding': False, 'human_address': '{""address"":""1552 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758665'}",
Meson Sevilla Ristorante,Full Serve,Spanish,344 W 46th St,(212) 262-5890,mesonsevilla.com,1,10036.0,40.760342,-73.989247,4.0,3.0,121.0,1025022.0,1010360051.0,Clinton                                                                    ,"{'longitude': '-73.989247', 'needs_recoding': False, 'human_address': '{""address"":""344 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760342'}",
Danny's Grand Sea Palace,Full Serve,Seafood,346 W 46th St,(212) 265-8130,,1,10036.0,40.760359,-73.989286,4.0,3.0,121.0,1080885.0,1010360052.0,Clinton                                                                    ,"{'longitude': '-73.989286', 'needs_recoding': False, 'human_address': '{""address"":""346 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760359'}",
Sushi of Gari,Full Serve,Japanese,347 W 46th St,(212) 957-0046,www.sushiofgari.com,1,10036.0,40.760373,-73.989276,4.0,3.0,127.0,1025048.0,1010370012.0,Clinton                                                                    ,"{'longitude': '-73.989276', 'needs_recoding': False, 'human_address': '{""address"":""347 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760373'}",
Swing 46 Jazz and Supper Club,Full Serve,American,349 W 46th St,(212) 262-9554,www.swing46.com,1,10036.0,40.760392,-73.989315,4.0,3.0,127.0,1025047.0,1010370010.0,Clinton                                                                    ,"{'longitude': '-73.989315', 'needs_recoding': False, 'human_address': '{""address"":""349 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760392'}",
Bourbon Street Bar & Grille,Full Serve,Cajun,346 W 46th St,(212) 245-2030,www.bourbonny.com,1,10036.0,40.760359,-73.989286,4.0,3.0,121.0,1080885.0,1010360052.0,Clinton                                                                    ,"{'longitude': '-73.989286', 'needs_recoding': False, 'human_address': '{""address"":""346 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760359'}",
Ocha Sushi,Full Serve,Japanese,350 W 46th St,2125813198,,1,10036.0,40.760395,-73.989369,4.0,3.0,121.0,1025023.0,1010360053.0,Clinton                                                                    ,"{'longitude': '-73.989369', 'needs_recoding': False, 'human_address': '{""address"":""350 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760395'}",
Becco,Full Serve,Italian,355 W 46th St,(212) 397-7597,www.becconyc.com,1,10036.0,40.760441,-73.989438,4.0,3.0,127.0,1025046.0,1010370009.0,Clinton                                                                    ,"{'longitude': '-73.989438', 'needs_recoding': False, 'human_address': '{""address"":""355 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760441'}",
Capri Ristorante - CLOSED,Full Serve,Italian,358 W 46th St,212 582-5850,http://www.capri46.com,1,10036.0,40.760463,-73.989528,4.0,3.0,121.0,1025025.0,1010360057.0,Clinton                                                                    ,"{'longitude': '-73.989528', 'needs_recoding': False, 'human_address': '{""address"":""358 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760463'}",
Paramount Cafe,Café / Deli,,"1501 Broadway, Suite# 2009",2123916675,,1,10036.0,40.757103,-73.986193,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986193', 'needs_recoding': False, 'human_address': '{""address"":""1501 Broadway, Suite# 2009"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757103'}",
Viva Pancho,Full Serve,Mexican,156 W 44th St,(212) 944-9747,,1,10036.0,40.756746,-73.984634,5.0,4.0,119.0,1022622.0,1009960056.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984634', 'needs_recoding': False, 'human_address': '{""address"":""156 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756746'}",
Lattanzi Restaurant,Full Serve,Italian,359 W 46th St,(212) 315-0980,www.lattanzinyc.com,1,10036.0,40.760477,-73.989521,4.0,3.0,127.0,1025044.0,1010370007.0,Clinton                                                                    ,"{'longitude': '-73.989521', 'needs_recoding': False, 'human_address': '{""address"":""359 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760477'}",
City Chow,Café / Deli,,1633 Broadway,(212) 445-0600,www.blueradishgroup.com,1,10019.0,40.761574,-73.983962,5.0,3.0,131.0,1024812.0,1010220043.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983962', 'needs_recoding': False, 'human_address': '{""address"":""1633 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761574'}",
Cosi,Café / Deli,,1633 Broadway,2123972674,www.cosiny.com,1,10019.0,40.761574,-73.983962,5.0,3.0,131.0,1024812.0,1010220043.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983962', 'needs_recoding': False, 'human_address': '{""address"":""1633 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761574'}",
Mars 2112,Full Serve,American,"1633 Broadway, Suite# B",2125822112,www.mars2112.com,1,10019.0,40.761574,-73.983962,5.0,3.0,131.0,1024812.0,1010220043.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983962', 'needs_recoding': False, 'human_address': '{""address"":""1633 Broadway, Suite# B"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761574'}",
Bangkok House,Full Serve,Thai,360 W 46th St,(212) 541-5943,www.bangkokhouseny.com,1,10036.0,40.76048,-73.989571,4.0,3.0,121.0,1025033.0,1010360157.0,Clinton                                                                    ,"{'longitude': '-73.989571', 'needs_recoding': False, 'human_address': '{""address"":""360 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76048'}",
The House of Brews,Full Serve,American,363 W 46th St,(212) 245-0551,www.HouseOfBrews.com,1,10036.0,40.76051,-73.9896,4.0,3.0,127.0,1025043.0,1010370006.0,Clinton                                                                    ,"{'longitude': '-73.9896', 'needs_recoding': False, 'human_address': '{""address"":""363 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76051'}",
Tramonti,Full Serve,Italian,364 W 46th St,(212) 974-7464,,1,10036.0,40.760513,-73.989651,4.0,3.0,121.0,1025027.0,1010360059.0,Clinton                                                                    ,"{'longitude': '-73.989651', 'needs_recoding': False, 'human_address': '{""address"":""364 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760513'}",
Firebird Restaurant,Full Serve,Russian,365 W. 46th Street,(212) 586-0244,firebirdrestaurant.com,1,10036.0,40.760529,-73.98964,4.0,3.0,127.0,1025080.0,1010370105.0,Clinton                                                                    ,"{'longitude': '-73.98964', 'needs_recoding': False, 'human_address': '{""address"":""365 W. 46th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760529'}",
Joshua Tree - CLOSED,Full Serve,American,368 W 46th St,(212) 489-1920,http://www.joshuatreebarnyc.com/,1,10036.0,40.760548,-73.989734,4.0,3.0,121.0,1025028.0,1010360060.0,Clinton                                                                    ,"{'longitude': '-73.989734', 'needs_recoding': False, 'human_address': '{""address"":""368 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760548'}",
McDonald's,Quick Serve,Fast Food,"1560 Broadway, Suite# 1651",2129218900,www.mcdonalds.com,1,10036.0,40.75886,-73.984843,5.0,4.0,125.0,1022661.0,1009990003.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984843', 'needs_recoding': False, 'human_address': '{""address"":""1560 Broadway, Suite# 1651"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.75886'}",
Ritz Bar & Lounge,Bar / Lounge,,369 W 46th St,(212) 977-3884,,1,10036.0,40.760562,-73.989723,4.0,3.0,127.0,1025079.0,1010370103.0,Clinton                                                                    ,"{'longitude': '-73.989723', 'needs_recoding': False, 'human_address': '{""address"":""369 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760562'}",
Deacon Brodie's Tavern,Bar / Lounge,,370 W 46th St,(212) 262-1452,,1,10036.0,40.760565,-73.989774,4.0,3.0,121.0,1025035.0,1010360161.0,Clinton                                                                    ,"{'longitude': '-73.989774', 'needs_recoding': False, 'human_address': '{""address"":""370 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760565'}",
Pomaire,Full Serve,Chilean,371 W 46th St,(212) 956-3055,www.pomairenyc.com,1,10036.0,40.760578,-73.989763,4.0,3.0,127.0,1025078.0,1010370102.0,Clinton                                                                    ,"{'longitude': '-73.989763', 'needs_recoding': False, 'human_address': '{""address"":""371 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760578'}",
Red Lobster,Full Serve,Seafood,5 Times Sq,2127306706,www.redlobster.com,1,10036.0,40.755709,-73.987208,5.0,3.0,113.0,1024656.0,1010130029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987208', 'needs_recoding': False, 'human_address': '{""address"":""5 Times Sq"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.755709'}",
Pig 'N' Whistle,Full Serve,American,"165 W 47th St
store front",(212) 302-0112,www.pignwhistlets.com,1,10036.0,40.758744,-73.983504,5.0,4.0,125.0,1083718.0,1010000001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983504', 'needs_recoding': False, 'human_address': '{""address"":""165 W 47th St store front"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758744'}",
Roxy Deli,Café / Deli,,1565 Broadway,212-921-3333,www.roxydeli.com,1,10036.0,40.759192,-73.985186,5.0,3.0,125.0,1024749.0,1010180139.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985186', 'needs_recoding': False, 'human_address': '{""address"":""1565 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759192'}",
Blue Fin,Full Serve,Seafood,"W Times Square
1567 Broadway",(212) 918-1400,www.brguestrestaurants.com,1,10036.0,40.756582,-73.989637,5.0,3.0,113.0,1000000.0,1009950001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.989637', 'needs_recoding': False, 'human_address': '{""address"":""W Times Square 1567 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756582'}",
The Whiskey,Bar / Lounge,,1567 Broadway,2129307444,www.midnightoilbars.com,1,10036.0,40.759247,-73.985168,5.0,3.0,125.0,1024742.0,1010187501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985168', 'needs_recoding': False, 'human_address': '{""address"":""1567 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759247'}",
Aspen Social Club,Full Serve,American,157 W 47th St,(212) 221-7200 ,http://www.aspensocialclub.com/,1,10036.0,40.758678,-73.983342,5.0,4.0,125.0,1022676.0,1010000007.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983342', 'needs_recoding': False, 'human_address': '{""address"":""157 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758678'}",
Times Deli Café,Café / Deli,,158 W 44th St,212 944-1234,,1,10036.0,40.756763,-73.98467,5.0,4.0,119.0,1022623.0,1009960156.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.98467', 'needs_recoding': False, 'human_address': '{""address"":""158 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756763'}",
Starbucks,Coffee,,1585 Broadway,2125417515,www.starbucks.com,1,10036.0,40.760216,-73.985334,5.0,3.0,125.0,1076193.0,1010197502.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985334', 'needs_recoding': False, 'human_address': '{""address"":""1585 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760216'}",
vacant (former starbucks),Coffee,,1600 Broadway,2122451936,www.starbucks.com,1,10019.0,40.76035,-73.984713,5.0,4.0,125.0,1087187.0,1010207502.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984713', 'needs_recoding': False, 'human_address': '{""address"":""1600 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76035'}",
Spotlight Times Square,Full Serve,American,1604-1610 Broadway,2129776773,,1,10019.0,40.760487,-73.984648,5.0,4.0,125.0,1024779.0,1010200038.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984648', 'needs_recoding': False, 'human_address': '{""address"":""1604-1610 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760487'}",
San Leone,Full Serve,Italian,1674 Broadway,(212) 265-1414,,1,10019.0,40.762861,-73.983109,5.0,4.0,131.0,1024831.0,1010240131.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983109', 'needs_recoding': False, 'human_address': '{""address"":""1674 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762861'}",
Ellen's Stardust Diner,Full Serve,American,1650 Broadway,(212) 956-5151,www.ellensstardustdiner.com,1,10019.0,40.761964,-73.983684,5.0,4.0,131.0,1024811.0,1010220035.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983684', 'needs_recoding': False, 'human_address': '{""address"":""1650 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761964'}",
New York Bagel Company,Café / Deli,,1674 Broadway,2123977720,www.networkbeyond.com,1,10019.0,40.762861,-73.983109,5.0,4.0,131.0,1024831.0,1010240131.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983109', 'needs_recoding': False, 'human_address': '{""address"":""1674 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762861'}",
Crumbs,Quick Serve,Dessert,1675 Broadway,2127949800,http://crumbs.com/,1,10019.0,40.762963,-73.983073,5.0,3.0,131.0,1076199.0,1010240015.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983073', 'needs_recoding': False, 'human_address': '{""address"":""1675 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762963'}",
Olive Garden Italian Restaurant,Full Serve,Italian,2 Times Sq,2123333254,www.olivegarden.com,1,10036.0,40.75931,-73.984857,5.0,4.0,125.0,1024757.0,1010197501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984857', 'needs_recoding': False, 'human_address': '{""address"":""2 Times Sq"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.75931'}",
Playwright Bar And Restaurant,Full Serve,American,202 W 49th St,(212) 262-9263,www.playwrighttavern.com,1,10019.0,40.760559,-73.983991,5.0,4.0,125.0,1024786.0,1010200136.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983991', 'needs_recoding': False, 'human_address': '{""address"":""202 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760559'}",
Dean & Deluca,Café / Deli,,620 Eighth Ave,2122210308,www.deandeluca.com,1,10018.0,40.756039,-73.990651,5.0,3.0,113.0,1087186.0,1010127501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.990651', 'needs_recoding': False, 'human_address': '{""address"":""620 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756039'}",
Subway,Quick Serve,Fast Food,214 W 50th St,2122651822,,1,10019.0,40.761585,-73.984456,5.0,3.0,125.0,1024803.0,1010210048.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984456', 'needs_recoding': False, 'human_address': '{""address"":""214 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761585'}",
Europa Café,Café / Deli,,218 W 42nd St,(212) 664-1820 x14,,1,10036.0,40.756382,-73.987789,5.0,3.0,113.0,1024662.0,1010130041.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987789', 'needs_recoding': False, 'human_address': '{""address"":""218 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756382'}",
Uncle A's Mini Mart,Café / Deli,,220 W 41st St,(212) 921-7185,,1,10036.0,40.755717,-73.98828,5.0,3.0,113.0,1080831.0,1010120042.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.98828', 'needs_recoding': False, 'human_address': '{""address"":""220 W 41st St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.755717'}",
The Alicart Restaurant Group,Catering,,1501 Broadway,2126759790,http://www.alicart.com/,1,10036.0,40.757103,-73.986193,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986193', 'needs_recoding': False, 'human_address': '{""address"":""1501 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757103'}",
Da Marino,Full Serve,Italian,220 W 49th St,(212) 541-6601,,1,10019.0,40.760987,-73.984987,5.0,3.0,125.0,1024781.0,1010200049.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984987', 'needs_recoding': False, 'human_address': '{""address"":""220 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760987'}",
Danny's Deli,Full Serve,Italian,224 W 47th St,(212) 921-1200,,1,10036.0,40.759697,-73.985818,5.0,3.0,125.0,1024743.0,1010180044.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985818', 'needs_recoding': False, 'human_address': '{""address"":""224 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759697'}",
Lp Food & Beverage Inc/Oceo,Catering,,224 W 49th St,2122626236,www.oceo.com,1,10019.0,40.761014,-73.985052,5.0,3.0,125.0,1024782.0,1010200051.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985052', 'needs_recoding': False, 'human_address': '{""address"":""224 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761014'}",
Oceo,Full Serve,Afghan,224 West 49th Street,212 262-6236,,1,10019.0,40.761014,-73.985052,5.0,3.0,125.0,1024782.0,1010200051.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985052', 'needs_recoding': False, 'human_address': '{""address"":""224 West 49th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761014'}",
